Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nivel Educativo;Desempleada/o e inscrita/o como demandante de empleo en una ofic;Servicio demandado
nov-20;Hombre;Villaverde;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
nov-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Orientacion
nov-20;Hombre;;Entre 36 y 45 años;FP Grado Medio;Si;Orientacion
nov-20;Hombre;;Entre 36 y 45 años;ESO;Si;Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
nov-20;Mujer;Hortaleza;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
nov-20;Hombre;;Entre 56 y 65 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
nov-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion
nov-20;Mujer;Tetuan;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
nov-20;Mujer;Centro;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 46 y 55 años;FP Grado Superior;Si;Autoempleo
nov-20;Hombre;Centro;Entre 26 y 35 años;Graduado Escolar;No;Orientacion,Intermediacion
nov-20;Mujer;Moratalaz;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;MoncloaAravaca;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
nov-20;Mujer;CiudadLineal;Menor de 25 años;FP Grado Superior;Si;Orientacion
nov-20;Mujer;Hortaleza;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Hombre;Arganzuela;Entre 36 y 45 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 36 y 45 años;ESO;Si;Intermediacion
nov-20;Mujer;Tetuan;Entre 36 y 45 años;Estudios Postgrado;No;Intermediacion
nov-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion,Autoempleo
nov-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Vicalvaro;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion
nov-20;Mujer;CiudadLineal;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Latina;Entre 26 y 35 años;FP Grado Superior;No;Autoempleo
nov-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Graduado Escolar;No;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Hortaleza;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;Villaverde;Entre 26 y 35 años;ESO;Si;Intermediacion
nov-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Hombre;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Hombre;;Menor de 25 años;Bachillerato;Si;Orientacion
nov-20;Hombre;Villaverde;Menor de 25 años;ESO;No;Orientacion,Autoempleo
nov-20;Hombre;VillaVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
nov-20;Hombre;Barajas;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion
nov-20;Hombre;PuenteVallecas;Entre 46 y 55 años;Graduado Escolar;Si;Intermediacion
nov-20;Hombre;Chamartin;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
nov-20;Hombre;Carabanchel;Entre 46 y 55 años;ESO;No;Intermediacion
nov-20;Hombre;;Menor de 25 años;Bachillerato;Si;Orientacion
nov-20;Hombre;;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion
nov-20;Hombre;Centro;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Villaverde;Entre 46 y 55 años;Bachillerato;No;Intermediacion,Autoempleo
nov-20;Hombre;Villaverde;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Autoempleo
nov-20;Mujer;;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
nov-20;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
nov-20;Hombre;;Entre 26 y 35 años;Estudios Doctorado;No;Intermediacion
nov-20;Mujer;Carabanchel;Menor de 25 años;Bachillerato;No;Intermediacion
nov-20;Hombre;Centro;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion
nov-20;Hombre;;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
nov-20;Mujer;Chamartin;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;Latina;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Hombre;Usera;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;Estudios Postgrado;No;Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Centro;Entre 46 y 55 años;COU;Si;Intermediacion
nov-20;Hombre;;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
nov-20;Mujer;Vicalvaro;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion,Intermediacion
nov-20;Mujer;Arganzuela;Entre 56 y 65 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;Hortaleza;Menor de 25 años;ESO;Si;Orientacion
nov-20;Mujer;Hortaleza;Menor de 25 años;ESO;Si;Orientacion
nov-20;Mujer;Usera;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
nov-20;Hombre;Tetuan;Entre 26 y 35 años;ESO;Si;Orientacion
nov-20;Hombre;;Entre 56 y 65 años;Bachillerato;Si;Orientacion
nov-20;Hombre;PuenteVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Hombre;;Entre 26 y 35 años;ESO;Si;Autoempleo
nov-20;Hombre;Salamanca;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;Villaverde;Entre 46 y 55 años;ESO;Si;Orientacion
nov-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Hombre;PuenteVallecas;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Mujer;Centro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion,Autoempleo
nov-20;Mujer;Latina;Entre 36 y 45 años;FP Grado Medio;No;Orientacion
nov-20;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Intermediacion,Autoempleo
nov-20;Mujer;Carabanchel;Entre 36 y 45 años;Sin Estudios;Si;Orientacion
nov-20;Mujer;Carabanchel;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;Latina;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
nov-20;Hombre;VillaVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion,Autoempleo
nov-20;Hombre;Hortaleza;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Fuencarral;Entre 46 y 55 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;Villaverde;Menor de 25 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
nov-20;Hombre;Chamberi;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Moratalaz;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;VillaVallecas;Menor de 25 años;FP Grado Superior;Si;Orientacion
nov-20;Mujer;;Menor de 25 años;Bachillerato;Si;Intermediacion,Autoempleo
nov-20;Mujer;Fuencarral;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Tetuan;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
nov-20;Hombre;Chamartin;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 56 y 65 años;COU;Si;Intermediacion
nov-20;Hombre;;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Vicalvaro;Entre 46 y 55 años;FP Grado Superior;No;Orientacion
nov-20;Mujer;PuenteVallecas;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Villaverde;Entre 46 y 55 años;COU;Si;Intermediacion
nov-20;Hombre;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;;Menor de 25 años;Estudios Postgrado;Si;Autoempleo
nov-20;Mujer;VillaVallecas;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
nov-20;Hombre;Barajas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Hombre;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Mujer;;Menor de 25 años;Bachillerato;No;Intermediacion,Autoempleo
nov-20;Mujer;Chamberi;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;Hortaleza;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
nov-20;Mujer;Usera;Menor de 25 años;FP Grado Superior;Si;Intermediacion,Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;Estudios Postgrado;No;Intermediacion,Autoempleo
nov-20;Mujer;Villaverde;Menor de 25 años;ESO;Si;Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;SanBlasCanillejas;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Mujer;CiudadLineal;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;CiudadLineal;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;SanBlasCanillejas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Mujer;Retiro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion,Autoempleo
nov-20;Mujer;;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Hombre;;Entre 56 y 65 años;Bachillerato;Si;Orientacion
nov-20;Mujer;Moratalaz;Entre 56 y 65 años;FP Grado Medio;Si;Intermediacion
nov-20;Mujer;Moratalaz;Entre 56 y 65 años;FP Grado Medio;Si;Intermediacion
nov-20;Hombre;Retiro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Hombre;Villaverde;Entre 26 y 35 años;ESO;No;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Mujer;Chamartin;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Mujer;;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
nov-20;Mujer;SanBlasCanillejas;Menor de 25 años;Graduado Escolar;Si;Orientacion
nov-20;Hombre;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Centro;Entre 26 y 35 años;Bachillerato;No;Intermediacion
nov-20;Hombre;SanBlasCanillejas;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
nov-20;Hombre;CiudadLineal;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Tetuan;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Mujer;;Menor de 25 años;FP Grado Medio;Si;Orientacion
nov-20;Hombre;Villaverde;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Autoempleo
nov-20;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;Latina;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;Villaverde;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Arganzuela;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Chamartin;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
nov-20;Hombre;Centro;Entre 36 y 45 años;Estudios Doctorado;No;Orientacion
nov-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion,Autoempleo
nov-20;Hombre;Usera;Entre 36 y 45 años;Graduado Escolar;Si;Autoempleo
nov-20;Mujer;Chamberi;Entre 56 y 65 años;ESO;Si;Intermediacion
nov-20;Mujer;Villaverde;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion,Autoempleo
nov-20;Hombre;Villaverde;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion
nov-20;Mujer;Chamberi;Menor de 25 años;Estudios Postgrado;No;Orientacion
nov-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion,Autoempleo
nov-20;Mujer;MoncloaAravaca;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;Centro;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 46 y 55 años;Estudios Doctorado;No;Orientacion
nov-20;Mujer;PuenteVallecas;Entre 46 y 55 años;Estudios Doctorado;No;Orientacion
nov-20;Hombre;;Entre 36 y 45 años;FP Grado Superior;No;Orientacion
nov-20;Hombre;Villaverde;Entre 56 y 65 años;Graduado Escolar;Si;Intermediacion
nov-20;Mujer;MoncloaAravaca;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Hombre;Fuencarral;Entre 36 y 45 años;FP Grado Medio;No;Autoempleo
nov-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;No;Orientacion
nov-20;Hombre;;Entre 46 y 55 años;Bachillerato;No;Intermediacion
nov-20;Mujer;Arganzuela;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
nov-20;Mujer;;Entre 46 y 55 años;Graduado Escolar;No;Orientacion,Intermediacion
nov-20;Mujer;Centro;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
nov-20;Hombre;;Entre 46 y 55 años;Graduado Escolar;No;Intermediacion
nov-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Mujer;SanBlasCanillejas;Menor de 25 años;FP Grado Medio;No;Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
nov-20;Mujer;Moratalaz;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;Latina;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;;Menor de 25 años;Estudios Postgrado;No;Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Hombre;PuenteVallecas;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion
nov-20;Hombre;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Mujer;Hortaleza;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 36 y 45 años;BUP;Si;Autoempleo
nov-20;Mujer;Chamartin;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;Bachillerato;No;Orientacion
nov-20;Mujer;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;Fuencarral;Entre 56 y 65 años;FP Grado Superior;Si;Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 26 y 35 años;FP Grado Superior;No;Orientacion,Intermediacion
nov-20;Mujer;Carabanchel;Menor de 25 años;Bachillerato;No;Orientacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Vicalvaro;Menor de 25 años;Estudios Postgrado;Si;Autoempleo
nov-20;Mujer;Fuencarral;Entre 26 y 35 años;Estudios Postgrado;No;Intermediacion
nov-20;Mujer;Centro;Entre 26 y 35 años;Estudios Postgrado;No;Autoempleo
nov-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Hombre;;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;CiudadLineal;Entre 26 y 35 años;Bachillerato;Si;Orientacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Orientacion
nov-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;MoncloaAravaca;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Mujer;VillaVallecas;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Autoempleo
nov-20;Mujer;Usera;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;ESO;Si;Autoempleo
nov-20;Mujer;CiudadLineal;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Mujer;;Entre 56 y 65 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Moratalaz;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Hombre;;Menor de 25 años;Bachillerato;Si;Autoempleo
nov-20;Hombre;Carabanchel;Entre 36 y 45 años;ESO;Si;Autoempleo
nov-20;Mujer;;Menor de 25 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
nov-20;Hombre;Salamanca;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Chamartin;Entre 46 y 55 años;COU;Si;Intermediacion
nov-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Mujer;CiudadLineal;Entre 56 y 65 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion
nov-20;Hombre;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Hombre;Chamberi;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
nov-20;Mujer;Villaverde;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
nov-20;Mujer;;Entre 46 y 55 años;Bachillerato;Si;Orientacion
nov-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;PuenteVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
nov-20;Hombre;Barajas;Menor de 25 años;Estudios Postgrado;No;Intermediacion
nov-20;Hombre;;Entre 46 y 55 años;BUP;Si;Intermediacion
nov-20;Mujer;;Entre 46 y 55 años;BUP;Si;Orientacion
nov-20;Hombre;Centro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Hombre;Villaverde;Menor de 25 años;Sin Estudios;Si;Orientacion
nov-20;Mujer;MoncloaAravaca;Menor de 25 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Villaverde;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Hombre;Latina;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
nov-20;Mujer;CiudadLineal;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;;Entre 56 y 65 años;FP Grado Superior;No;Autoempleo
nov-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
nov-20;Hombre;Vicalvaro;Entre 26 y 35 años;ESO;Si;Orientacion
nov-20;Mujer;Usera;Entre 26 y 35 años;ESO;No;Orientacion,Autoempleo
nov-20;Hombre;;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Hombre;Villaverde;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
nov-20;Mujer;Chamartin;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;Carabanchel;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Tetuan;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
nov-20;Hombre;CiudadLineal;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
nov-20;Hombre;Latina;Entre 26 y 35 años;Graduado Escolar;Si;Intermediacion
nov-20;Hombre;Tetuan;Menor de 25 años;ESO;No;Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion
nov-20;Mujer;Tetuan;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;Centro;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion
nov-20;Hombre;Fuencarral;Menor de 25 años;Sin Estudios;Si;Intermediacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;Carabanchel;Entre 56 y 65 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;;Menor de 25 años;Bachillerato;No;Intermediacion
nov-20;Hombre;Tetuan;Menor de 25 años;ESO;No;Intermediacion
nov-20;Hombre;PuenteVallecas;Menor de 25 años;ESO;No;Orientacion
nov-20;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Hombre;Villaverde;Menor de 25 años;FP Grado Medio;No;Intermediacion
nov-20;Mujer;CiudadLineal;Menor de 25 años;FP Grado Superior;Si;Intermediacion
nov-20;Mujer;Centro;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;;Entre 26 y 35 años;FP Grado Medio;Si;Intermediacion
nov-20;Hombre;;Menor de 25 años;FP Grado Superior;No;Orientacion,Autoempleo
nov-20;Mujer;Latina;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
nov-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;Latina;Entre 36 y 45 años;FP Grado Superior;Si;Autoempleo
nov-20;Mujer;SanBlasCanillejas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Mujer;Carabanchel;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;Centro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
nov-20;Hombre;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Mujer;Usera;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion
nov-20;Mujer;Salamanca;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion
nov-20;Mujer;Salamanca;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion
nov-20;Mujer;;Entre 46 y 55 años;ESO;Si;Orientacion
nov-20;Mujer;PuenteVallecas;Menor de 25 años;Graduado Escolar;Si;Orientacion,Intermediacion
nov-20;Hombre;Barajas;Entre 26 y 35 años;Estudios Postgrado;Si;Autoempleo
nov-20;Hombre;;Menor de 25 años;ESO;Si;Orientacion,Intermediacion
nov-20;Mujer;Retiro;Entre 56 y 65 años;FP Grado Superior;Si;Orientacion,Intermediacion
nov-20;Mujer;CiudadLineal;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
nov-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion,Autoempleo
nov-20;Mujer;Carabanchel;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
nov-20;Hombre;Villaverde;Entre 46 y 55 años;FP Grado Superior;Si;Autoempleo
nov-20;Hombre;Usera;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion,Autoempleo
nov-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
nov-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
nov-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;No;Intermediacion
nov-20;Mujer;Salamanca;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
nov-20;Hombre;Villaverde;Entre 36 y 45 años;BUP;Si;Orientacion,Intermediacion
